Node;L2;L3;L4;L5
VanS-VanR (actinomycete type vancomycin resistance);KEGG - Two Component Systems;OmpR family;OmpR family;V a n S - V a n R   ( a c t i n o m y c e t e   t y p e   v a n c o m y c i n   r e s i s t a n c e )
ArlS-ArlR (virulence regulation);KEGG - Two Component Systems;OmpR family;OmpR family;A r l S - A r l R   ( v i r u l e n c e   r e g u l a t i o n )
Ihk-Irr (virulence regulation);KEGG - Two Component Systems;OmpR family;OmpR family;I h k - I r r   ( v i r u l e n c e   r e g u l a t i o n )
PfeS-PfeR (enterobactin-dependent iron acquisition);KEGG - Two Component Systems;OmpR family;OmpR family;P f e S - P f e R   ( e n t e r o b a c t i n - d e p e n d e n t   i r o n   a c q u i s i t i o n )
NisK-NisR (lantibiotic biosynthesis);KEGG - Two Component Systems;OmpR family;OmpR family;N i s K - N i s R   ( l a n t i b i o t i c   b i o s y n t h e s i s )
Unclassified;KEGG - Two Component Systems;OmpR family;OmpR family;U n c l a s s i f i e d
NarX-NarL (nitrate respiration);KEGG - Two Component Systems;NarL family;NarL family;N a r X - N a r L   ( n i t r a t e   r e s p i r a t i o n )
NarQ-NarP (nitrate respiration);KEGG - Two Component Systems;NarL family;NarL family;N a r Q - N a r P   ( n i t r a t e   r e s p i r a t i o n )
UhpB-UhpA (hexose phosphates uptake);KEGG - Two Component Systems;NarL family;NarL family;U h p B - U h p A   ( h e x o s e   p h o s p h a t e s   u p t a k e )
FusK-FusR (virulence regulation);KEGG - Two Component Systems;NarL family;NarL family;F u s K - F u s R   ( v i r u l e n c e   r e g u l a t i o n )
RcsC-RcsD-RcsB (capsule synthesis);KEGG - Two Component Systems;NarL family;NarL family;R c s C - R c s D - R c s B   ( c a p s u l e   s y n t h e s i s )
BarA-UvrY (central carbon metabolism);KEGG - Two Component Systems;NarL family;NarL family;B a r A - U v r Y   ( c e n t r a l   c a r b o n   m e t a b o l i s m )
ComP-ComA (competence);KEGG - Two Component Systems;NarL family;NarL family;C o m P - C o m A   ( c o m p e t e n c e )
EvgS-EvgA (acid and drug tolerance);KEGG - Two Component Systems;NarL family;NarL family;E v g S - E v g A   ( a c i d   a n d   d r u g   t o l e r a n c e )
DegS-DegU (multicellular behavior control);KEGG - Two Component Systems;NarL family;NarL family;D e g S - D e g U   ( m u l t i c e l l u l a r   b e h a v i o r   c o n t r o l )
DesK-DesR (membrane lipid fluidity regulation);KEGG - Two Component Systems;NarL family;NarL family;D e s K - D e s R   ( m e m b r a n e   l i p i d   f l u i d i t y   r e g u l a t i o n )
VraS-VraR (cell-wall peptidoglycan synthesis);KEGG - Two Component Systems;NarL family;NarL family;V r a S - V r a R   ( c e l l - w a l l   p e p t i d o g l y c a n   s y n t h e s i s )
LiaS-LiaR (cell wall stress response);KEGG - Two Component Systems;NarL family;NarL family;L i a S - L i a R   ( c e l l   w a l l   s t r e s s   r e s p o n s e )
DevS-DevR (redox response);KEGG - Two Component Systems;NarL family;NarL family;D e v S - D e v R   ( r e d o x   r e s p o n s e )
NreB-NreC (dissimilatory nitrate/nitrite reduction);KEGG - Two Component Systems;NarL family;NarL family;N r e B - N r e C   ( d i s s i m i l a t o r y   n i t r a t e / n i t r i t e   r e d u c t i o n )
YdfH-YdfI;KEGG - Two Component Systems;NarL family;NarL family;Y d f H - Y d f I
SalK-SalR;KEGG - Two Component Systems;NarL family;NarL family;S a l K - S a l R
Unclassified;KEGG - Two Component Systems;NarL family;NarL family;U n c l a s s i f i e d
KinABCDE-Spo0FA (sporulation control);KEGG - Two Component Systems;Spo family;Spo family;K i n A B C D E - S p o 0 F A   ( s p o r u l a t i o n   c o n t r o l )
CitA-CitB (citrate fermentation);KEGG - Two Component Systems;CitB family;CitB family;C i t A - C i t B   ( c i t r a t e   f e r m e n t a t i o n )
CitS-CitT (magnesium-citrate transport);KEGG - Two Component Systems;CitB family;CitB family;C i t S - C i t T   ( m a g n e s i u m - c i t r a t e   t r a n s p o r t )
DcuS-DcuR (C4-dicarboxylate metabolism);KEGG - Two Component Systems;CitB family;CitB family;D c u S - D c u R   ( C 4 - d i c a r b o x y l a t e   m e t a b o l i s m )
DctS-DctR (C4-dicarboxylate transport);KEGG - Two Component Systems;CitB family;CitB family;D c t S - D c t R   ( C 4 - d i c a r b o x y l a t e   t r a n s p o r t )
MalK-MalR (malate transport);KEGG - Two Component Systems;CitB family;CitB family;M a l K - M a l R   ( m a l a t e   t r a n s p o r t )
Unclassified;KEGG - Two Component Systems;CitB family;CitB family;U n c l a s s i f i e d
LysS-LysR;KEGG - Two Component Systems;LytTR family;LytTR family;L y s S - L y s R
AlgZ-AlgR (alginate production);KEGG - Two Component Systems;LytTR family;LytTR family;A l g Z - A l g R   ( a l g i n a t e   p r o d u c t i o n )
NatK-NatR (sodium extrusion);KEGG - Two Component Systems;LytTR family;LytTR family;N a t K - N a t R   ( s o d i u m   e x t r u s i o n )
AgrC-AgrA (exoprotein synthesis);KEGG - Two Component Systems;LytTR family;LytTR family;A g r C - A g r A   ( e x o p r o t e i n   s y n t h e s i s )
AgrC2-AgrA2 (virulence regulation);KEGG - Two Component Systems;LytTR family;LytTR family;A g r C 2 - A g r A 2   ( v i r u l e n c e   r e g u l a t i o n )
ComD-ComE (competence);KEGG - Two Component Systems;LytTR family;LytTR family;C o m D - C o m E   ( c o m p e t e n c e )
Unclassified;KEGG - Two Component Systems;LytTR family;LytTR family;U n c l a s s i f i e d
GlnL-GlnG (nitrogen regulation);KEGG - Two Component Systems;NtrC family;NtrC family;G l n L - G l n G   ( n i t r o g e n   r e g u l a t i o n )
NtrY-NtrX (nitrogen regulation);KEGG - Two Component Systems;NtrC family;NtrC family;N t r Y - N t r X   ( n i t r o g e n   r e g u l a t i o n )
HydH-HydG (metal tolerance);KEGG - Two Component Systems;NtrC family;NtrC family;H y d H - H y d G   ( m e t a l   t o l e r a n c e )
AtoS-AtoC (cPHB biosynthesis);KEGG - Two Component Systems;NtrC family;NtrC family;A t o S - A t o C   ( c P H B   b i o s y n t h e s i s )
PilS-PilR (type 4 fimbriae synthesis);KEGG - Two Component Systems;NtrC family;NtrC family;P i l S - P i l R   ( t y p e   4   f i m b r i a e   s y n t h e s i s )
GlrK-GlrR (amino sugar metabolism);KEGG - Two Component Systems;NtrC family;NtrC family;G l r K - G l r R   ( a m i n o   s u g a r   m e t a b o l i s m )
PgtB-PgtA (phosphoglycerate transport);KEGG - Two Component Systems;NtrC family;NtrC family;P g t B - P g t A   ( p h o s p h o g l y c e r a t e   t r a n s p o r t )
DctB-DctD (C4-dicarboxylate transport);KEGG - Two Component Systems;NtrC family;NtrC family;D c t B - D c t D   ( C 4 - d i c a r b o x y l a t e   t r a n s p o r t )
KinB-AlgB (alginate production);KEGG - Two Component Systems;NtrC family;NtrC family;K i n B - A l g B   ( a l g i n a t e   p r o d u c t i o n )
HupT-HupR (hydrogenase synthesis regulation);KEGG - Two Component Systems;NtrC family;NtrC family;H u p T - H u p R   ( h y d r o g e n a s e   s y n t h e s i s   r e g u l a t i o n )
Unclassified;KEGG - Two Component Systems;NtrC family;NtrC family;U n c l a s s i f i e d
CheA-CheYBV (chemotaxis);KEGG - Two Component Systems;CheA family;CheA family;C h e A - C h e Y B V   ( c h e m o t a x i s )
ChpA-ChpB/PilGH (chemosensory);KEGG - Two Component Systems;CheA family;CheA family;C h p A - C h p B / P i l G H   ( c h e m o s e n s o r y )
PixL-PixGH (positive phototaxis);KEGG - Two Component Systems;CheA family;CheA family;P i x L - P i x G H   ( p o s i t i v e   p h o t o t a x i s )
WspE-WspRF (chemosensory);KEGG - Two Component Systems;CheA family;CheA family;W s p E - W s p R F   ( c h e m o s e n s o r y )
Cph1-Rcp1 (light response);KEGG - Two Component Systems;CheA family;CheA family;C p h 1 - R c p 1   ( l i g h t   r e s p o n s e )
PleC-PleD (cell fate control);KEGG - Two Component Systems;Cell cycle family;Cell cycle family;P l e C - P l e D   ( c e l l   f a t e   c o n t r o l )
CckA-CtrA/CpdR (cell cycle control);KEGG - Two Component Systems;Cell cycle family;Cell cycle family;C c k A - C t r A / C p d R   ( c e l l   c y c l e   c o n t r o l )
Hk1-Rrp1 (glycerol uptake and utilization);KEGG - Two Component Systems;Cell cycle family;Cell cycle family;H k 1 - R r p 1   ( g l y c e r o l   u p t a k e   a n d   u t i l i z a t i o n )
LuxQN/CqsS-LuxU-LuxO (quorum sensing);KEGG - Two Component Systems;Lux family;Lux family;L u x Q N / C q s S - L u x U - L u x O   ( q u o r u m   s e n s i n g )
DctS-DctR (C4-dicarboxylate transport);KEGG - Two Component Systems;LuxR family;LuxR family;D c t S - D c t R   ( C 4 - d i c a r b o x y l a t e   t r a n s p o r t )
TtrS-TtrR (tetrathionate respiration);KEGG - Two Component Systems;LuxR family;LuxR family;T t r S - T t r R   ( t e t r a t h i o n a t e   r e s p i r a t i o n )
FixL-FixJ (nitrogen fixation);KEGG - Two Component Systems;LuxR family;LuxR family;F i x L - F i x J   ( n i t r o g e n   f i x a t i o n )
SsrA-SsrB;KEGG - Two Component Systems;LuxR family;LuxR family;S s r A - S s r B
FlrB-FlrC (polar flagellar synthesis);KEGG - Two Component Systems;Other families;Other families;F l r B - F l r C   ( p o l a r   f l a g e l l a r   s y n t h e s i s )
AauS-AauR (acidic amino acids utilization);KEGG - Two Component Systems;Other families;Other families;A a u S - A a u R   ( a c i d i c   a m i n o   a c i d s   u t i l i z a t i o n )
SLN1-YPD1-SSK1/SKN7 (osmosensing);KEGG - Two Component Systems;Other families;Other families;S L N 1 - Y P D 1 - S S K 1 / S K N 7   ( o s m o s e n s i n g )
RpfC-RpfG (cell-to-cell signaling);KEGG - Two Component Systems;Other families;Other families;R p f C - R p f G   ( c e l l - t o - c e l l   s i g n a l i n g )
GlnK-GlnL (glutamine utilization);KEGG - Two Component Systems;Other families;Other families;G l n K - G l n L   ( g l u t a m i n e   u t i l i z a t i o n )
YesM-YesN;KEGG - Two Component Systems;Other families;Other families;Y e s M - Y e s N
CikA;KEGG - Two Component Systems;Other families;Other families;C i k A
RegB-RegA (redox response);KEGG - Two Component Systems;Other families;Other families;R e g B - R e g A   ( r e d o x   r e s p o n s e )
FitF-FitH (insecticidal toxin regulation);KEGG - Two Component Systems;Other families;Other families;F i t F - F i t H   ( i n s e c t i c i d a l   t o x i n   r e g u l a t i o n )
PhcS-PhcRQ;KEGG - Two Component Systems;Other families;Other families;P h c S - P h c R Q
SagS-HptB-HsbR (swarming activity and biofilm formation);KEGG - Two Component Systems;Other families;Other families;S a g S - H p t B - H s b R   ( s w a r m i n g   a c t i v i t y   a n d   b i o f i l m   f o r m a t i o n )
PdtaS-PdtaR;KEGG - Two Component Systems;Other families;Other families;P d t a S - P d t a R
NasS-NasT;KEGG - Two Component Systems;Other families;Other families;N a s S - N a s T
Unclassified;KEGG - Two Component Systems;Other families;Other families;U n c l a s s i f i e d
alpha-Hemolysin/cyclolysin transporter;KEGG - Secretion Systems;Type I secretion system;Type I secretion system;a l p h a - H e m o l y s i n / c y c l o l y s i n   t r a n s p o r t e r
RTX toxin transporter;KEGG - Secretion Systems;Type I secretion system;Type I secretion system;R T X   t o x i n   t r a n s p o r t e r
S-Layer protein transporter;KEGG - Secretion Systems;Type I secretion system;Type I secretion system;S - L a y e r   p r o t e i n   t r a n s p o r t e r
Hemophore/metalloprotease transporter;KEGG - Secretion Systems;Type I secretion system;Type I secretion system;H e m o p h o r e / m e t a l l o p r o t e a s e   t r a n s p o r t e r
Multiple protein transporter;KEGG - Secretion Systems;Type I secretion system;Type I secretion system;M u l t i p l e   p r o t e i n   t r a n s p o r t e r
Adhesin protein transporter;KEGG - Secretion Systems;Type I secretion system;Type I secretion system;A d h e s i n   p r o t e i n   t r a n s p o r t e r
RaxAB-RaxC type I secretion system protein;KEGG - Secretion Systems;Type I secretion system;Type I secretion system;R a x A B - R a x C   t y p e   I   s e c r e t i o n   s y s t e m   p r o t e i n
AlgE-type Mannuronan C-5-Epimerase transporter;KEGG - Secretion Systems;Type I secretion system;Type I secretion system;A l g E - t y p e   M a n n u r o n a n   C - 5 - E p i m e r a s e   t r a n s p o r t e r
General secretion pathway protein;KEGG - Secretion Systems;Type II secretion system;Type II secretion system;G e n e r a l   s e c r e t i o n   p a t h w a y   p r o t e i n
Pilin secretion/fimbrial assembly protein;KEGG - Secretion Systems;Type II secretion system;Type II secretion system;P i l i n   s e c r e t i o n / f i m b r i a l   a s s e m b l y   p r o t e i n
Tight adherence (Tad) export apparatus;KEGG - Secretion Systems;Type II secretion system;Type II secretion system;T i g h t   a d h e r e n c e   ( T a d )   e x p o r t   a p p a r a t u s
Toxin co-regulated pilus biosynthesis protein;KEGG - Secretion Systems;Type II secretion system;Type II secretion system;T o x i n   c o - r e g u l a t e d   p i l u s   b i o s y n t h e s i s   p r o t e i n
MSHA pilus biogenesis protein;KEGG - Secretion Systems;Type II secretion system;Type II secretion system;M S H A   p i l u s   b i o g e n e s i s   p r o t e i n
Type IVa pilus homolog protein;KEGG - Secretion Systems;Type II secretion system;Type II secretion system;T y p e   I V a   p i l u s   h o m o l o g   p r o t e i n
Archaeal flagellar protein;KEGG - Secretion Systems;Type II secretion system;Type II secretion system;A r c h a e a l   f l a g e l l a r   p r o t e i n
Competence-related DNA transformation transporter (DNA-T) core components;KEGG - Secretion Systems;Type II secretion system;Type II secretion system;C o m p e t e n c e - r e l a t e d   D N A   t r a n s f o r m a t i o n   t r a n s p o r t e r   ( D N A - T )   c o r e   c o m p o n e n t s
Competence-related DNA transformation transporter (DNA-T) related proteins;KEGG - Secretion Systems;Type II secretion system;Type II secretion system;C o m p e t e n c e - r e l a t e d   D N A   t r a n s f o r m a t i o n   t r a n s p o r t e r   ( D N A - T )   r e l a t e d   p r o t e i n s
Type III secretion core apparatus;KEGG - Secretion Systems;Type III secretion system;Type III secretion system;T y p e   I I I   s e c r e t i o n   c o r e   a p p a r a t u s
Type III secretion related proteins;KEGG - Secretion Systems;Type III secretion system;Type III secretion system;T y p e   I I I   s e c r e t i o n   r e l a t e d   p r o t e i n s
Flagellar export apparatus;KEGG - Secretion Systems;Type III secretion system;Type III secretion system;F l a g e l l a r   e x p o r t   a p p a r a t u s
Conjugal DNA-protein transfer (VirB/D) protein;KEGG - Secretion Systems;Type IV secretion system;Type IV secretion system;C o n j u g a l   D N A - p r o t e i n   t r a n s f e r   ( V i r B / D )   p r o t e i n
DNA uptake competence system protein;KEGG - Secretion Systems;Type IV secretion system;Type IV secretion system;D N A   u p t a k e   c o m p e t e n c e   s y s t e m   p r o t e i n
Conjugal transfer pilus assembly protein;KEGG - Secretion Systems;Type IV secretion system;Type IV secretion system;C o n j u g a l   t r a n s f e r   p i l u s   a s s e m b l y   p r o t e i n
Pertussis toxin exporter;KEGG - Secretion Systems;Type IV secretion system;Type IV secretion system;P e r t u s s i s   t o x i n   e x p o r t e r
Cag pathogenicity island (PAI) protein;KEGG - Secretion Systems;Type IV secretion system;Type IV secretion system;C a g   p a t h o g e n i c i t y   i s l a n d   ( P A I )   p r o t e i n
Icm/Dot secretion system protein;KEGG - Secretion Systems;Type IV secretion system;Type IV secretion system;I c m / D o t   s e c r e t i o n   s y s t e m   p r o t e i n
Trb secretion system protein;KEGG - Secretion Systems;Type IV secretion system;Type IV secretion system;T r b   s e c r e t i o n   s y s t e m   p r o t e i n
Autotransporter-1 (AT-1) family;KEGG - Secretion Systems;Type V secretion system;Type V secretion system;A u t o t r a n s p o r t e r - 1   ( A T - 1 )   f a m i l y
Autotransporter-2 (AT-2) family;KEGG - Secretion Systems;Type V secretion system;Type V secretion system;A u t o t r a n s p o r t e r - 2   ( A T - 2 )   f a m i l y
Two-partner secretion (TPS) family;KEGG - Secretion Systems;Type V secretion system;Type V secretion system;T w o - p a r t n e r   s e c r e t i o n   ( T P S )   f a m i l y
Imp/Vas secretion system core components;KEGG - Secretion Systems;Type VI secretion system;Type VI secretion system;I m p / V a s   s e c r e t i o n   s y s t e m   c o r e   c o m p o n e n t s
Imp/Vas secretion system related proteins;KEGG - Secretion Systems;Type VI secretion system;Type VI secretion system;I m p / V a s   s e c r e t i o n   s y s t e m   r e l a t e d   p r o t e i n s
Type 1 pilus assembly protein;KEGG - Secretion Systems;Chaperone-usher system;Chaperone-usher system;T y p e   1   p i l u s   a s s e m b l y   p r o t e i n
P pilus assembly protein;KEGG - Secretion Systems;Chaperone-usher system;Chaperone-usher system;P   p i l u s   a s s e m b l y   p r o t e i n
Mat/Ecp fimbriae assembly protein;KEGG - Secretion Systems;Chaperone-usher system;Chaperone-usher system;M a t / E c p   f i m b r i a e   a s s e m b l y   p r o t e i n
Curli assembly protein;KEGG - Secretion Systems;Extracellular nucleation-precipitation pathway;Extracellular nucleation-precipitation pathway;C u r l i   a s s e m b l y   p r o t e i n
Prokaryotic Sec-SRP core components;KEGG - Secretion Systems;Sec (secretion) system;Sec (secretion) system;P r o k a r y o t i c   S e c - S R P   c o r e   c o m p o n e n t s
Prokaryotic Sec-SRP related proteins;KEGG - Secretion Systems;Sec (secretion) system;Sec (secretion) system;P r o k a r y o t i c   S e c - S R P   r e l a t e d   p r o t e i n s
Eukaryotic Sec-SRP protein;KEGG - Secretion Systems;Sec (secretion) system;Sec (secretion) system;E u k a r y o t i c   S e c - S R P   p r o t e i n
Twin-arginine translocation (Tat) pathway protein;KEGG - Secretion Systems;Twin-arginine translocation (Tat) system;Twin-arginine translocation (Tat) system;T w i n - a r g i n i n e   t r a n s l o c a t i o n   ( T a t )   p a t h w a y   p r o t e i n
3300026302-bin.3;p__Proteobacteria;f__Rhodocyclaceae;g__Accumulibacter;Accumulibacter_IIA
3300009517-bin.49;p__Bacteroidota;f__Chitinophagaceae;g__;Bacteroidetes
spades-bin.84;p__Proteobacteria;f__Xanthomonadaceae;g__Pseudoxanthomonas_A;Gammaproteobacteria
spades-bin.45;p__Proteobacteria;f__Hyphomonadaceae;g__UBA1942;Alphaproteobacteria
3300009517-bin.1;p__Proteobacteria;f__Burkholderiaceae;g__Ramlibacter;Betaproteobacteria
3300009517-bin.35;p__Bacteroidota;f__Spirosomaceae;g__Runella;Bacteroidetes
3300026286-bin.22;p__Actinobacteriota;f__Dermatophilaceae;g__Tetrasphaera_A;Actinobacteria
3300026302-bin.6;p__Proteobacteria;f__Xanthomonadaceae;g__Pseudoxanthomonas;Gammaproteobacteria
spades-bin.4;p__Bacteroidota;f__Spirosomaceae;g__Leadbetterella;Bacteroidetes
megahit-bin.50;p__Proteobacteria;f__Rhodobacteraceae;g__Defluviimonas;Alphaproteobacteria
3300009517-bin.6;p__Bacteroidota;f__Flavobacteriaceae;g__Flavobacterium;Bacteroidetes
3300026302-bin.31;p__Proteobacteria;f__Burkholderiaceae;g__Alicycliphilus;Betaproteobacteria
3300026302-bin.43;p__Bacteroidota;f__UKL13-3;g__B1;Bacteroidetes
3300009517-bin.38;p__Proteobacteria;f__Sphingomonadaceae;g__Sphingopyxis;Alphaproteobacteria
3300009517-bin.48;p__Proteobacteria;f__Caulobacteraceae;g__Caulobacter;Alphaproteobacteria
3300009517-bin.13;p__Actinobacteriota;f__Microbacteriaceae;g__Salinibacterium;Actinobacteria
spades-bin.58;p__Proteobacteria;f__Burkholderiaceae;g__Vitreoscilla_A;Betaproteobacteria
3300009517-bin.45;p__Actinobacteriota;f__Dermatophilaceae;g__Tetrasphaera_A;Actinobacteria
spades-bin.104;p__Gemmatimonadota;f__Gemmatimonadaceae;g__;Other
3300026302-bin.30;p__Proteobacteria;f__Burkholderiaceae;g__Ottowia;Betaproteobacteria
3300026302-bin.54;p__Proteobacteria;f__Beijerinckiaceae;g__Bosea;Alphaproteobacteria
3300009517-bin.5;p__Actinobacteriota;f__Propionibacteriaceae;g__Propionicimonas;Actinobacteria
spades-bin.28;p__Bacteroidota;f__Weeksellaceae;g__Chryseobacterium_A;Bacteroidetes
3300026286-bin.7;p__Actinobacteriota;f__Dermatophilaceae;g__Phycicoccus;Actinobacteria
megahit-bin.40;p__Proteobacteria;f__Burkholderiaceae;g__Rubrivivax;Betaproteobacteria
megahit-bin.110;p__Actinobacteriota;f__Propionibacteriaceae;g__Propionicimonas;Actinobacteria
spades-bin.99;p__Proteobacteria;f__Reyranellaceae;g__Reyranella;Alphaproteobacteria
megahit-bin.30;p__Actinobacteriota;f__Propionibacteriaceae;g__;Actinobacteria
3300026286-bin.36;p__Cyanobacteria;f__Obscuribacteraceae;g__Obscuribacter;Melainabacteria
3300009517-bin.46;p__Proteobacteria;f__Rhodospirillaceae_A;g__;Alphaproteobacteria
spades-bin.50;p__Actinobacteriota;f__;g__;Actinobacteria
spades-bin.52;p__Chloroflexota;f__A4b;g__;Chloroflexi
megahit-bin.38;p__Proteobacteria;f__Reyranellaceae;g__Reyranella;Alphaproteobacteria
spades-bin.105;p__Bacteroidota;f__Saprospiraceae;g__;Bacteroidetes
spades-bin.57;p__Actinobacteriota;f__Dermatophilaceae;g__Austwickia;Actinobacteria
spades-bin.29;p__Actinobacteriota;f__Dermatophilaceae;g__Phycicoccus;Actinobacteria
3300026286-bin.31;p__Proteobacteria;f__Rhodocyclaceae;g__Accumulibacter;Accumulibacter_IA
spades-bin.74;p__Proteobacteria;f__Rhodocyclaceae;g__Zoogloea;Betaproteobacteria
spades-bin.10;p__Proteobacteria;f__Phreatobacteraceae;g__Phreatobacter;Alphaproteobacteria
spades-bin.36;p__Proteobacteria;f__Beijerinkiaceae_A;g__PAR1;Alphaproteobacteria
spades-bin.17;p__Proteobacteria;f__Rhizobiaceae;g__Aminobacter;Alphaproteobacteria
spades-bin.56;p__Actinobacteriota;f__Microbacteriaceae;g__Leucobacter;Actinobacteria
spades-bin.61;p__Actinobacteriota;f__Microbacteriaceae;g__Leucobacter;Actinobacteria
spades-bin.31;p__Bacteroidota;f__;g__;Bacteroidetes
spades-bin.2;p__Proteobacteria;f__Rickettsiaceae;g__GCA-2402195;Alphaproteobacteria
megahit-bin.75;p__Proteobacteria;f__Rhizobiaceae;g__Shinella;Alphaproteobacteria
spades-bin.103;p__Patescibacteria;f__Saccharimonadaceae;g__Saccharimonas;Other
spades-bin.14;p__Bacteroidota;f__Chitinophagaceae;g__Flavihumibacter;Bacteroidetes
spades-bin.48;p__Proteobacteria;f__Anderseniellaceae;g__PALSA-927;Alphaproteobacteria
spades-bin.40;p__Bacteroidota;f__Ignavibacteriaceae_A;g__UTCHB3;Bacteroidetes
spades-bin.68;p__Proteobacteria;f__Beijerinkiaceae_A;g__;Alphaproteobacteria
spades-bin.53;p__Bacteroidota;f__Saprospiraceae;g__OLB8;Bacteroidetes
3300026286-bin.38;p__Bacteroidota;f__b-17BO;g__;Bacteroidetes
3300026302-bin.45;p__Proteobacteria;f__Beijerinkiaceae_A;g__PAR1;Alphaproteobacteria
3300026302-bin.23;p__Proteobacteria;f__Xanthomonadaceae;g__Luteimonas;Gammaproteobacteria
3300026302-bin.14;p__Proteobacteria;f__Rhodobacteraceae;g__Pararhodobacter;Alphaproteobacteria
spades-bin.55;p__Armatimonadota;f__Fimbriimonadaceae;g__Uphvl-Ar1;Other
spades-bin.75;p__Chloroflexota;f__Herpetosiphonaceae;g__Herpetosiphon;Chloroflexi
spades-bin.77;p__Proteobacteria;f__;g__;Alphaproteobacteria
spades-bin.115;p__Proteobacteria;f__Legionellaceae;g__;Gammaproteobacteria
spades-bin.93;p__Proteobacteria;f__Burkholderiaceae;g__Ottowia;Betaproteobacteria
spades-bin.3;p__Proteobacteria;f__Caulobacteraceae;g__Brevundimonas;Alphaproteobacteria
spades-bin.60;p__Bacteroidota;f__;g__;Bacteroidetes
megahit-bin.15;p__Proteobacteria;f__Rhizobiaceae;g__QFOR01;Alphaproteobacteria
spades-bin.33;p__Proteobacteria;f__UBA1908;g__;Alphaproteobacteria
spades-bin.97;p__Firmicutes_A;f__Fusibacteraceae;g__UBA5201;Firmicutes
